"X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
3465,"Malawi",676,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",73905265.03,65808699.63,90360984.76,97169908.3,97364691.67,84857833.75
3466,"Malawi",676,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-836192465.9,-161850517.9,-606814010.5,-824632973.5,-605191857.1,-728520848.6
3467,"Malawi",676,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",260845653.8,131774066.6,130563508.9,201356453.3,196384437.3,343149994.8
3470,"Malawi",676,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2512660590,2405256629,2847947272,2992882690,3265650982,3208346070
3472,"Malawi",676,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",94931580.75,-62338130.6,150934552.3,-3701203.077,-53059405.89,-311289497.2
3480,"Malawi",676,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-836192465.9,-161850517.9,-606814010.5,-824632973.5,-605191857.1,-728520848.6
3490,"Malawi",676,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-262308445.8,-131774066.6,-130563508.9,-201344989.9,-196691564.9,-342671580.6
3493,"Malaysia",548,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",8758253831,7159632561,8953792422,8004092704,12884435495,14037884121
3494,"Malaysia",548,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",8758149099,7159638367,8953792422,8004092704,12884435495,14037884121
3495,"Malaysia",548,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",4198973505,4159745410,4484522037,5086765905,5239961152,3284718410
3496,"Malaysia",548,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",10499416076,9811965640,11377698297,11948199841,11496480322,9818343488
3499,"Malaysia",548,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2.09568e+11,2.01121e+11,2.23702e+11,2.45886e+11,2.38361e+11,2.08217e+11
3500,"Malaysia",548,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1.86856e+11,1.8113e+11,2.01714e+11,2.21832e+11,2.1086e+11,1.86613e+11
3507,"Malaysia",548,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-14518135865,1452012801,3932049990,-1770044457,-1663456363,-4619186697
3517,"Malaysia",548,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-522824122.1,-264859945,128130000.2,3671432159,1902219859,-448873578.8
3520,"Malaysia",548,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",2273075671,-234673491.6,-89094635.88,-3154253321,-3077004871,767199708.5
3523,"Maldives",556,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",241776086.2,273225374.4,176703005.7,144641353.7,150114271.5,84171787.72
3524,"Maldives",556,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",214126396.1,237844867.9,338249078.8,404145877.3,382636764,211250660.9
3527,"Maldives",556,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",63137606.22,286773360.3,145877136.1,820269081.1,589469910.7,502377383
3528,"Maldives",556,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-46349302.95,-288324621.3,-164118611.6,-836007910,-593871364.3,-502127908.7
3529,"Maldives",556,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-50243877.02,-96394188.34,119551109.5,124797571.7,41655073.05,231053154.5
3531,"Maldives",556,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-292190951.2,-1032409715,-1026691470,-1502527635,-1489651329,-1327423551
3535,"Maldives",556,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3145104894,3147553741,3319072397,3584303217,3742126036,1786506567
3536,"Maldives",556,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2769184611,3198227889,3501378385,4101843841,4090466322,2448634605
3539,"Maldives",556,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-292190951.2,-1032409715,-1026691470,-1502527635,-1489651329,-1327423551
3553,"Mali",678,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-355260188,-806204527.7,-954404715.7,-596886153.4,-1094295645,-159942405.3
3556,"Mali",678,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-56273357.82,-467359873.5,438820145.3,305748549.5,276194480.8,393678534.9
3559,"Mali",678,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",208836869.1,134064372.6,797781478.2,117703514,564303849.2,308124621.9
3563,"Mali",678,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-456530173.4,-836121557.8,-985796755.8,-631083869,-1126715244,-192943555.1
3569,"Mali",678,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",14088185.38,18904528.94,21865671.95,29352478.09,8427457.223,4427539.899
3570,"Mali",678,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",664766700.9,730682850.4,736666645.7,820307291.7,877977932.5,829950339.8
3574,"Mali",678,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-203143477,-219279562.5,-606287966.6,-130048538.3,-606765757.9,-366620536.9
3578,"Mali",678,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3150870860,3287931637,3413353813,4186231409,4441960880,5195546533
3580,"Mali",678,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5188952012,5655569750,5613468994,6081048909,6558539255,6339123348
3586,"Malta",181,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-56120856.54,277846932.4,-163367306.4,-208128429.3,116935592,394721459.8
3591,"Malta",181,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",596885057.7,-24998895.64,890502605.3,1003867594,1562646398,443798796.1
3593,"Malta",181,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-3982822110,-5109600864,1854446027,-215040847.2,-1910416005,-1316508190
3597,"Malta",181,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",613886520.4,885123335.9,1029496301,1167681286,1123758666,767863286.8
3598,"Malta",181,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",551474483,652038468.8,707336718.4,748308260.7,715254193.3,558420029.9
3603,"Malta",181,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",15437778702,15443082627,16815604705,17962751357,19775753766,20163750753
3608,"Malta",181,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16475893048,16739054211,19184068406,20235975718,23165467289,22734506640
3610,"Malta",181,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-98175196.12,101888336.6,263823581.9,201439539.1,-119007489,-26712794.47
3614,"Malta",181,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",596885057.7,-24998895.64,890502605.3,1003867594,1562646398,443798796.1
3615,"Marshall Islands, Rep. of the",867,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-4907478.686,-4970978.609,-5344972.18,-6488569.289,-6571979.921,-5538216.097
3616,"Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",158438214.6,169897821.5,179719462.4,174722133.6,129682412,132845068
3617,"Marshall Islands, Rep. of the",867,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1179403.337,-5314204.142,27985849.33,64490744.53,96962447.85,101038811.4
3618,"Marshall Islands, Rep. of the",867,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-74.68371746,-156.4957579,89.57725433,370.3435364,442.8891757,102.1766142
3621,"Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",4153575.426,4144250,14572345.35,12456038.99,490500,501000
3625,"Marshall Islands, Rep. of the",867,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1179403.337,-5314204.142,27985849.33,64490744.53,96962447.85,101038811.4
3631,"Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",47175688.84,46081871.48,96826734.12,128903650.7,91394266.02,88042288.66
3633,"Marshall Islands, Rep. of the",867,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",4907478.686,4970978.609,5344972.18,6488569.289,6571979.921,5538216.097
3639,"Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",25169522,25981522,29938357.13,28669417.87,20327390.03,20353399.35
3714,"Mauritius",684,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-9058548404,381057021.3,3720669550,445650469.3,-3614808977,1232853385
3715,"Mauritius",684,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",9619407350,-2355569956,-19429841353,-2243910310,2789571995,-3066712357
3723,"Mauritius",684,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5394631908,5201359542,5391592172,5585546049,5258181403,3088435444
3724,"Mauritius",684,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6565175361,6459504576,7169469969,7526598153,7364570687,5222057914
3725,"Mauritius",684,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",597340548.2,574823593.1,545112069.5,622318476.8,610096619.2,371170767.6
3727,"Mauritius",684,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-416984417.4,-491351517.4,-612227401.3,-561038460.1,-718495486.1,-1002712258
3728,"Mauritius",684,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",341646162.1,360184504.3,380629657.3,416232944.4,395268720.3,132511575.3
3729,"Mauritius",684,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",567347569.6,739570472,832284285.1,496578680.7,939353626.7,-536694688
3733,"Mauritius",684,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-416984417.4,-491351517.4,-612227401.3,-561038460.1,-718495486.1,-1002712258
3740,"Mexico",273,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-32423425548,-26015896210,-22055769677,-26202083561,-5878708394,22652023805
3741,"Mexico",273,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",12816507769,13183035274,14985263057,15964172401,15361770504,12652453839
3748,"Mexico",273,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",933978104,-1787912642,1380310595,960462539,2907347433,175670111
3749,"Mexico",273,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-514229766,2439864760,-949645073,-206224244,-3478705270,-1659252200
3750,"Mexico",273,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-15666594232,-137043594,-4769675083,478011107.9,2640644364,11997247148
3752,"Mexico",273,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-32423425548,-26015896210,-22055769677,-26202083561,-5878708394,22652023805
3755,"Mexico",273,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4.39616e+11,4.32088e+11,4.7052e+11,5.17349e+11,5.07592e+11,4.24896e+11
3756,"Mexico",273,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4.13793e+11,4.084e+11,4.47832e+11,4.90695e+11,5.02464e+11,4.43575e+11
3765,"Mexico",273,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",5413882793,5172346527,5528416852,6049027539,5882840510,4804356648
3768,"Moldova, Rep. of",921,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4479880000,4481400000,5373970000,6390500944,6608154073,5918418906
3769,"Moldova, Rep. of",921,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2488420000,2623300000,3119410000,3452490000,3661990000,3222090000
3776,"Moldova, Rep. of",921,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-306742612.5,531166827.6,531154200.6,235542823.8,60449587.01,637679397.5
3779,"Moldova, Rep. of",921,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-407970000,-306220000,-619950000,-1247720000,-1171850000,-966288905.5
3780,"Moldova, Rep. of",921,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",305810000,298820000,345810000,400870000,416270000,301070000
3785,"Moldova, Rep. of",921,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",321900000,351450000,410200000,434170000,403990000,246690000
3786,"Moldova, Rep. of",921,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-407970000,-306220000,-576730000,-1247720000,-1160770000,-952568905.5
3793,"Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",19810000,129510000,126700000,116990000,108316000,483700000
3795,"Moldova, Rep. of",921,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-20800000,-130330000,-123260000,-120190000,-94036000,-452660000
3803,"Mongolia",948,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5135249417,5604859841,6800649749,7713996347,8415577135,7645582756
3804,"Mongolia",948,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5288113438,5605356977,6523045722,8477747003,9249181583,7340259603
3814,"Mongolia",948,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",238602903.6,255424978.7,320152467.8,381555811.5,389086115.1,383983077.9
3815,"Mongolia",948,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",344581910.6,431281665.3,603716553.1,809695601.8,983445307.9,596121567.7
3817,"Mongolia",948,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",346388802,4968059865,339835823,-118373033.3,155856551.4,797001394.4
3820,"Mongolia",948,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-832787304.5,-608908875.5,-1077790745,-1814943264,-2000881995,-571775877.7
3823,"Mongolia",948,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-344874734.6,-4958393108,-343616864.8,72010213.28,-168201712.1,-803097369
3826,"Mongolia",948,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-270725155.9,-10803220.04,1577420540,-37562622.74,452863437.4,786887137.5
3827,"Mongolia",948,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-832787304.5,-608908875.5,-1077790745,-1814943264,-2000881995,-571775877.7
3831,"Montenegro",943,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-111115141.2,133190937.6,356376514.2,657146218.4,277330006.2,562499572.8
3832,"Montenegro",943,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",260039225.5,-102087607,-386624456,-553913375.6,-310476907.3,-573308905.3
3834,"Montenegro",943,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-443302670.3,-706624870.3,-761410520.2,-943031638.1,-795546316.1,-1237017222
3835,"Montenegro",943,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",93727996.11,136569132,123154150,234192854.6,345736645.8,462893289.2
3846,"Montenegro",943,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1713465829,1784310769,2025338319,2346469793,2424643403,1247417065
3850,"Montenegro",943,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-443302670.3,-706624870.3,-761410520.2,-943031638.1,-795546316.1,-1237017222
3852,"Montenegro",943,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2459971471,2763159257,3146141677,3665749411,3600189785,2916503043
3857,"Montenegro",943,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",237876222.5,259158645.6,296432665.5,372752124.4,394708177.4,303846818.6
